TYPECOM,COM,REG,DEP,NCC,LIBELLE
COM,01001,84,01,ABERGEMENT CLEMENCIAT,L'Abergement-Clémenciat
COM,01002,84,01,ABERGEMENT DE VAREY,L'Abergement-de-Varey
COM,01004,84,01,AMBERIEU EN BUGEY,Ambérieu-en-Bugey
COM,01005,84,01,AMBERIEUX EN DOMBES,Ambérieux-en-Dombes
COM,01006,84,01,AMBLEON,Ambléon
COM,01007,84,01,AMBRONAY,Ambronay
COM,01008,84,01,AMBUTRIX,Ambutrix
COM,01009,84,01,ANDERT ET CONDON,Andert-et-Condon
COM,01010,84,01,ANGLEFORT,Anglefort
COM,01011,84,01,APREMONT,Apremont
COM,01012,84,01,ARANC,Aranc
COM,01013,84,01,ARANDAS,Arandas
COM,01014,84,01,ARBENT,Arbent
COM,01015,84,01,ARBOYS EN BUGEY,Arboys en Bugey
COMD,01015,,,ARBIGNIEU,Arbignieu
COM,01016,84,01,ARBIGNY,Arbigny
COM,01017,84,01,ARGIS,Argis
COM,01019,84,01,ARMIX,Armix
COM,01021,84,01,ARS SUR FORMANS,Ars-sur-Formans
COM,01022,84,01,ARTEMARE,Artemare
COM,01023,84,01,ASNIERES SUR SAONE,Asnières-sur-Saône
COM,01024,84,01,ATTIGNAT,Attignat
COM,01025,84,01,BAGE DOMMARTIN,Bâgé-Dommartin
COMD,01025,,,BAGE LA VILLE,Bâgé-la-Ville
COM,01026,84,01,BAGE LE CHATEL,Bâgé-le-Châtel
COM,01027,84,01,BALAN,Balan
COM,01028,84,01,BANEINS,Baneins
COM,01029,84,01,BEAUPONT,Beaupont
COM,01030,84,01,BEAUREGARD,Beauregard
COM,01031,84,01,BELLIGNAT,Bellignat
COM,01032,84,01,BELIGNEUX,Béligneux
COM,01033,84,01,VALSERHONE,Valserhône
COMD,01033,,,BELLEGARDE SUR VALSERINE,Bellegarde-sur-Valserine
COM,01034,84,01,BELLEY,Belley
COM,01035,84,01,BELLEYDOUX,Belleydoux
COM,01036,84,01,VALROMEY SUR SERAN,Valromey-sur-Séran
COMD,01036,,,BELMONT LUTHEZIEU,Belmont-Luthézieu
COM,01037,84,01,BENONCES,Bénonces
COM,01038,84,01,BENY,Bény
COMD,01039,,,BEON,Béon
COM,01040,84,01,BEREZIAT,Béréziat
COM,01041,84,01,BETTANT,Bettant
COM,01042,84,01,BEY,Bey
COM,01043,84,01,BEYNOST,Beynost
COM,01044,84,01,BILLIAT,Billiat
COM,01045,84,01,BIRIEUX,Birieux
COM,01046,84,01,BIZIAT,Biziat
COM,01047,84,01,BLYES,Blyes
COM,01049,84,01,BOISSE,La Boisse
COM,01050,84,01,BOISSEY,Boissey
COM,01051,84,01,BOLOZON,Bolozon
COM,01052,84,01,BOULIGNEUX,Bouligneux
COM,01053,84,01,BOURG EN BRESSE,Bourg-en-Bresse
COM,01054,84,01,BOURG SAINT CHRISTOPHE,Bourg-Saint-Christophe
COM,01056,84,01,BOYEUX SAINT JEROME,Boyeux-Saint-Jérôme
COM,01057,84,01,BOZ,Boz
COM,01058,84,01,BREGNIER CORDON,Brégnier-Cordon
COMD,01059,,,BRENAZ,Brénaz
COM,01060,84,01,BRENOD,Brénod
COM,01061,84,01,BRENS,Brens
COM,01062,84,01,BRESSOLLES,Bressolles
COM,01063,84,01,BRION,Brion
COM,01064,84,01,BRIORD,Briord
COM,01065,84,01,BUELLAS,Buellas
COM,01066,84,01,BURBANCHE,La Burbanche
COM,01067,84,01,CEIGNES,Ceignes
COM,01068,84,01,CERDON,Cerdon
COM,01069,84,01,CERTINES,Certines
COM,01071,84,01,CESSY,Cessy
COM,01072,84,01,CEYZERIAT,Ceyzériat
COM,01073,84,01,CEYZERIEU,Ceyzérieu
COM,01074,84,01,CHALAMONT,Chalamont
COM,01075,84,01,CHALEINS,Chaleins
COM,01076,84,01,CHALEY,Chaley
COM,01077,84,01,CHALLES LA MONTAGNE,Challes-la-Montagne
COM,01078,84,01,CHALLEX,Challex
COM,01079,84,01,CHAMPAGNE EN VALROMEY,Champagne-en-Valromey
COM,01080,84,01,CHAMPDOR CORCELLES,Champdor-Corcelles
COMD,01080,,,CHAMPDOR,Champdor
COM,01081,84,01,CHAMPFROMIER,Champfromier
COM,01082,84,01,CHANAY,Chanay
COM,01083,84,01,CHANEINS,Chaneins
COM,01084,84,01,CHANOZ CHATENAY,Chanoz-Châtenay
COM,01085,84,01,CHAPELLE DU CHATELARD,La Chapelle-du-Châtelard
COM,01087,84,01,CHARIX,Charix
COM,01088,84,01,CHARNOZ SUR AIN,Charnoz-sur-Ain
COM,01089,84,01,CHATEAU GAILLARD,Château-Gaillard
COM,01090,84,01,CHATENAY,Châtenay
COMD,01091,,,CHATILLON EN MICHAILLE,Châtillon-en-Michaille
COM,01092,84,01,CHATILLON LA PALUD,Châtillon-la-Palud
COM,01093,84,01,CHATILLON SUR CHALARONNE,Châtillon-sur-Chalaronne
COM,01094,84,01,CHAVANNES SUR REYSSOUZE,Chavannes-sur-Reyssouze
COM,01095,84,01,NIVIGNE ET SURAN,Nivigne et Suran
COM,01096,84,01,CHAVEYRIAT,Chaveyriat
COMD,01097,,,CHAVORNAY,Chavornay
COM,01098,84,01,CHAZEY BONS,Chazey-Bons
COM,01099,84,01,CHAZEY SUR AIN,Chazey-sur-Ain
COM,01100,84,01,CHEIGNIEU LA BALME,Cheignieu-la-Balme
COM,01101,84,01,CHEVILLARD,Chevillard
COM,01102,84,01,CHEVROUX,Chevroux
COM,01103,84,01,CHEVRY,Chevry
COM,01104,84,01,CHEZERY FORENS,Chézery-Forens
COM,01105,84,01,CIVRIEUX,Civrieux
COM,01106,84,01,CIZE,Cize
COM,01107,84,01,CLEYZIEU,Cleyzieu
COM,01108,84,01,COLIGNY,Coligny
COM,01109,84,01,COLLONGES,Collonges
COM,01110,84,01,COLOMIEU,Colomieu
COM,01111,84,01,CONAND,Conand
COM,01112,84,01,CONDAMINE,Condamine
COM,01113,84,01,CONDEISSIAT,Condeissiat
COM,01114,84,01,CONFORT,Confort
COM,01115,84,01,CONFRANCON,Confrançon
COM,01116,84,01,CONTREVOZ,Contrevoz
COM,01117,84,01,CONZIEU,Conzieu
COM,01118,84,01,CORBONOD,Corbonod
COMD,01119,,,CORCELLES,Corcelles
COMA,01120,,,CORDIEUX,Cordieux
COM,01121,84,01,CORLIER,Corlier
COMD,01122,,,CORMARANCHE EN BUGEY,Cormaranche-en-Bugey
COM,01123,84,01,CORMORANCHE SUR SAONE,Cormoranche-sur-Saône
COM,01124,84,01,CORMOZ,Cormoz
COM,01125,84,01,CORVEISSIAT,Corveissiat
COM,01127,84,01,COURMANGOUX,Courmangoux
COM,01128,84,01,COURTES,Courtes
COM,01129,84,01,CRANS,Crans
COM,01130,84,01,BRESSE VALLONS,Bresse Vallons
COMD,01130,,,CRAS SUR REYSSOUZE,Cras-sur-Reyssouze
COM,01133,84,01,CRESSIN ROCHEFORT,Cressin-Rochefort
COM,01134,84,01,CROTTET,Crottet
COM,01135,84,01,CROZET,Crozet
COM,01136,84,01,CRUZILLES LES MEPILLAT,Cruzilles-lès-Mépillat
COMD,01137,,,CUISIAT,Cuisiat
COM,01138,84,01,CULOZ BEON,Culoz-Béon
COMD,01138,,,CULOZ,Culoz
COM,01139,84,01,CURCIAT DONGALON,Curciat-Dongalon
COM,01140,84,01,CURTAFOND,Curtafond
COM,01141,84,01,CUZIEU,Cuzieu
COM,01142,84,01,DAGNEUX,Dagneux
COM,01143,84,01,DIVONNE LES BAINS,Divonne-les-Bains
COMD,01144,,,DOMMARTIN,Dommartin
COM,01145,84,01,DOMPIERRE SUR VEYLE,Dompierre-sur-Veyle
COM,01146,84,01,DOMPIERRE SUR CHALARONNE,Dompierre-sur-Chalaronne
COM,01147,84,01,DOMSURE,Domsure
COM,01148,84,01,DORTAN,Dortan
COM,01149,84,01,DOUVRES,Douvres
COM,01150,84,01,DROM,Drom
COM,01151,84,01,DRUILLAT,Druillat
COM,01152,84,01,ECHALLON,Échallon
COM,01153,84,01,ECHENEVEX,Échenevex
COMD,01154,,,ETREZ,Étrez
COM,01155,84,01,EVOSGES,Évosges
COM,01156,84,01,FARAMANS,Faramans
COM,01157,84,01,FAREINS,Fareins
COM,01158,84,01,FARGES,Farges
COM,01159,84,01,FEILLENS,Feillens
COM,01160,84,01,FERNEY VOLTAIRE,Ferney-Voltaire
COM,01162,84,01,FLAXIEU,Flaxieu
COM,01163,84,01,FOISSIAT,Foissiat
COM,01165,84,01,FRANCHELEINS,Francheleins
COM,01166,84,01,FRANS,Frans
COM,01167,84,01,GARNERANS,Garnerans
COM,01169,84,01,GENOUILLEUX,Genouilleux
COM,01170,84,01,BEARD GEOVREISSIAT,Béard-Géovreissiat
COM,01171,84,01,GEOVREISSET,Géovreisset
COM,01173,84,01,GEX,Gex
COM,01174,84,01,GIRON,Giron
COM,01175,84,01,GORREVOD,Gorrevod
COM,01177,84,01,GRAND CORENT,Grand-Corent
COM,01179,84,01,GRIEGES,Grièges
COM,01180,84,01,GRILLY,Grilly
COM,01181,84,01,GROISSIAT,Groissiat
COMD,01182,,,GROSLEE,Groslée
COM,01183,84,01,GUEREINS,Guéreins
COM,01184,84,01,HAUTECOURT ROMANECHE,Hautecourt-Romanèche
COM,01185,84,01,PLATEAU D HAUTEVILLE,Plateau d'Hauteville
COMD,01185,,,HAUTEVILLE LOMPNES,Hauteville-Lompnes
COMD,01186,,,HOSTIAZ,Hostiaz
COM,01187,84,01,HAUT VALROMEY,Haut Valromey
COM,01188,84,01,ILLIAT,Illiat
COM,01189,84,01,INJOUX GENISSIAT,Injoux-Génissiat
COM,01190,84,01,INNIMOND,Innimond
COM,01191,84,01,IZENAVE,Izenave
COM,01192,84,01,IZERNORE,Izernore
COM,01193,84,01,IZIEU,Izieu
COM,01194,84,01,JASSANS RIOTTIER,Jassans-Riottier
COM,01195,84,01,JASSERON,Jasseron
COM,01196,84,01,JAYAT,Jayat
COM,01197,84,01,JOURNANS,Journans
COM,01198,84,01,JOYEUX,Joyeux
COM,01199,84,01,JUJURIEUX,Jujurieux
COM,01200,84,01,LABALME,Labalme
COM,01202,84,01,LAGNIEU,Lagnieu
COM,01203,84,01,LAIZ,Laiz
COM,01204,84,01,POIZAT LALLEYRIAT,Le Poizat-Lalleyriat
COMD,01204,,,LALLEYRIAT,Lalleyriat
COMD,01205,,,LANCRANS,Lancrans
COM,01206,84,01,LANTENAY,Lantenay
COM,01207,84,01,LAPEYROUSE,Lapeyrouse
COM,01208,84,01,LAVOURS,Lavours
COM,01209,84,01,LEAZ,Léaz
COM,01210,84,01,LELEX,Lélex
COM,01211,84,01,LENT,Lent
COM,01212,84,01,LESCHEROUX,Lescheroux
COM,01213,84,01,LEYMENT,Leyment
COM,01214,84,01,LEYSSARD,Leyssard
COM,01215,84,01,SURJOUX LHOPITAL,Surjoux-Lhopital
COMD,01215,,,LHOPITAL,Lhôpital
COM,01216,84,01,LHUIS,Lhuis
COMD,01218,,,LOCHIEU,Lochieu
COM,01219,84,01,LOMPNAS,Lompnas
COMD,01221,,,LOMPNIEU,Lompnieu
COM,01224,84,01,LOYETTES,Loyettes
COM,01225,84,01,LURCY,Lurcy
COM,01227,84,01,MAGNIEU,Magnieu
COM,01228,84,01,MAILLAT,Maillat
COM,01229,84,01,MALAFRETAZ,Malafretaz
COM,01230,84,01,MANTENAY MONTLIN,Mantenay-Montlin
COM,01231,84,01,MANZIAT,Manziat
COM,01232,84,01,MARBOZ,Marboz
COM,01233,84,01,MARCHAMP,Marchamp
COM,01234,84,01,MARIGNIEU,Marignieu
COM,01235,84,01,MARLIEUX,Marlieux
COM,01236,84,01,MARSONNAS,Marsonnas
COM,01237,84,01,MARTIGNAT,Martignat
COM,01238,84,01,MASSIEUX,Massieux
COM,01239,84,01,MASSIGNIEU DE RIVES,Massignieu-de-Rives
COM,01240,84,01,MATAFELON GRANGES,Matafelon-Granges
COM,01241,84,01,MEILLONNAS,Meillonnas
COM,01242,84,01,MERIGNAT,Mérignat
COM,01243,84,01,MESSIMY SUR SAONE,Messimy-sur-Saône
COM,01244,84,01,MEXIMIEUX,Meximieux
COM,01245,84,01,BOHAS MEYRIAT RIGNAT,Bohas-Meyriat-Rignat
COM,01246,84,01,MEZERIAT,Mézériat
COM,01247,84,01,MIJOUX,Mijoux
COM,01248,84,01,MIONNAY,Mionnay
COM,01249,84,01,MIRIBEL,Miribel
COM,01250,84,01,MISERIEUX,Misérieux
COM,01252,84,01,MOGNENEINS,Mogneneins
COM,01254,84,01,MONTAGNAT,Montagnat
COM,01255,84,01,MONTAGNIEU,Montagnieu
COM,01257,84,01,MONTANGES,Montanges
COM,01258,84,01,MONTCEAUX,Montceaux
COM,01259,84,01,MONTCET,Montcet
COM,01260,84,01,MONTELLIER,Le Montellier
COM,01261,84,01,MONTHIEUX,Monthieux
COM,01262,84,01,MONTLUEL,Montluel
COM,01263,84,01,MONTMERLE SUR SAONE,Montmerle-sur-Saône
COM,01264,84,01,MONTRACOL,Montracol
COM,01265,84,01,MONTREAL LA CLUSE,Montréal-la-Cluse
COM,01266,84,01,MONTREVEL EN BRESSE,Montrevel-en-Bresse
COM,01267,84,01,NURIEUX VOLOGNAT,Nurieux-Volognat
COM,01268,84,01,MURS ET GELIGNIEUX,Murs-et-Gélignieux
COM,01269,84,01,NANTUA,Nantua
COMD,01271,,,NATTAGES,Nattages
COM,01272,84,01,NEUVILLE LES DAMES,Neuville-les-Dames
COM,01273,84,01,NEUVILLE SUR AIN,Neuville-sur-Ain
COM,01274,84,01,NEYROLLES,Les Neyrolles
COM,01275,84,01,NEYRON,Neyron
COM,01276,84,01,NIEVROZ,Niévroz
COM,01277,84,01,NIVOLLET MONTGRIFFON,Nivollet-Montgriffon
COM,01279,84,01,ONCIEU,Oncieu
COM,01280,84,01,ORDONNAZ,Ordonnaz
COM,01281,84,01,ORNEX,Ornex
COM,01282,84,01,OUTRIAZ,Outriaz
COM,01283,84,01,OYONNAX,Oyonnax
COM,01284,84,01,OZAN,Ozan
COM,01285,84,01,PARCIEUX,Parcieux
COM,01286,84,01,PARVES ET NATTAGES,Parves et Nattages
COMD,01286,,,PARVES,Parves
COM,01288,84,01,PERON,Péron
COM,01289,84,01,PERONNAS,Péronnas
COM,01290,84,01,PEROUGES,Pérouges
COM,01291,84,01,PERREX,Perrex
COM,01293,84,01,PEYRIAT,Peyriat
COM,01294,84,01,PEYRIEU,Peyrieu
COM,01295,84,01,PEYZIEUX SUR SAONE,Peyzieux-sur-Saône
COM,01296,84,01,PIRAJOUX,Pirajoux
COM,01297,84,01,PIZAY,Pizay
COM,01298,84,01,PLAGNE,Plagne
COM,01299,84,01,PLANTAY,Le Plantay
COMD,01300,,,POIZAT,Le Poizat
COM,01301,84,01,POLLIAT,Polliat
COM,01302,84,01,POLLIEU,Pollieu
COM,01303,84,01,PONCIN,Poncin
COM,01304,84,01,PONT D AIN,Pont-d'Ain
COM,01305,84,01,PONT DE VAUX,Pont-de-Vaux
COM,01306,84,01,PONT DE VEYLE,Pont-de-Veyle
COM,01307,84,01,PORT,Port
COM,01308,84,01,POUGNY,Pougny
COM,01309,84,01,POUILLAT,Pouillat
COM,01310,84,01,PREMEYZEL,Prémeyzel
COM,01311,84,01,PREMILLIEU,Prémillieu
COMD,01312,,,PRESSIAT,Pressiat
COM,01313,84,01,PREVESSIN MOENS,Prévessin-Moëns
COM,01314,84,01,PRIAY,Priay
COM,01317,84,01,RAMASSE,Ramasse
COM,01318,84,01,RANCE,Rancé
COM,01319,84,01,RELEVANT,Relevant
COM,01320,84,01,REPLONGES,Replonges
COM,01321,84,01,REVONNAS,Revonnas
COM,01322,84,01,REYRIEUX,Reyrieux
COM,01323,84,01,REYSSOUZE,Reyssouze
COMA,01324,,,RIGNAT,Rignat
COM,01325,84,01,RIGNIEUX LE FRANC,Rignieux-le-Franc
COM,01328,84,01,ROMANS,Romans
COM,01329,84,01,ROSSILLON,Rossillon
COM,01330,84,01,RUFFIEU,Ruffieu
COM,01331,84,01,SAINT ALBAN,Saint-Alban
COM,01332,84,01,SAINT ANDRE DE BAGE,Saint-André-de-Bâgé
COM,01333,84,01,SAINT ANDRE DE CORCY,Saint-André-de-Corcy
COM,01334,84,01,SAINT ANDRE D HUIRIAT,Saint-André-d'Huiriat
COM,01335,84,01,SAINT ANDRE LE BOUCHOUX,Saint-André-le-Bouchoux
COM,01336,84,01,SAINT ANDRE SUR VIEUX JONC,Saint-André-sur-Vieux-Jonc
COM,01337,84,01,SAINT BENIGNE,Saint-Bénigne
COM,01338,84,01,GROSLEE SAINT BENOIT,Groslée-Saint-Benoit
COMD,01338,,,SAINT BENOIT,Saint-Benoît
COM,01339,84,01,SAINT BERNARD,Saint-Bernard
COMD,01340,,,SAINT BOIS,Saint-Bois
COM,01342,84,01,SAINTE CROIX,Sainte-Croix
COM,01343,84,01,SAINT CYR SUR MENTHON,Saint-Cyr-sur-Menthon
COM,01344,84,01,SAINT DENIS LES BOURG,Saint-Denis-lès-Bourg
COM,01345,84,01,SAINT DENIS EN BUGEY,Saint-Denis-en-Bugey
COM,01346,84,01,SAINT DIDIER D AUSSIAT,Saint-Didier-d'Aussiat
COM,01347,84,01,SAINT DIDIER DE FORMANS,Saint-Didier-de-Formans
COM,01348,84,01,SAINT DIDIER SUR CHALARONNE,Saint-Didier-sur-Chalaronne
COM,01349,84,01,SAINT ELOI,Saint-Éloi
COM,01350,84,01,SAINT ETIENNE DU BOIS,Saint-Étienne-du-Bois
COM,01351,84,01,SAINT ETIENNE SUR CHALARONNE,Saint-Étienne-sur-Chalaronne
COM,01352,84,01,SAINT ETIENNE SUR REYSSOUZE,Saint-Étienne-sur-Reyssouze
COM,01353,84,01,SAINTE EUPHEMIE,Sainte-Euphémie
COM,01354,84,01,SAINT GENIS POUILLY,Saint-Genis-Pouilly
COM,01355,84,01,SAINT GENIS SUR MENTHON,Saint-Genis-sur-Menthon
COM,01356,84,01,SAINT GEORGES SUR RENON,Saint-Georges-sur-Renon
COM,01357,84,01,SAINT GERMAIN DE JOUX,Saint-Germain-de-Joux
COM,01358,84,01,SAINT GERMAIN LES PAROISSES,Saint-Germain-les-Paroisses
COM,01359,84,01,SAINT GERMAIN SUR RENON,Saint-Germain-sur-Renon
COM,01360,84,01,SAINT JEAN DE GONVILLE,Saint-Jean-de-Gonville
COM,01361,84,01,SAINT JEAN DE NIOST,Saint-Jean-de-Niost
COM,01362,84,01,SAINT JEAN DE THURIGNEUX,Saint-Jean-de-Thurigneux
COM,01363,84,01,SAINT JEAN LE VIEUX,Saint-Jean-le-Vieux
COM,01364,84,01,SAINT JEAN SUR REYSSOUZE,Saint-Jean-sur-Reyssouze
COM,01365,84,01,SAINT JEAN SUR VEYLE,Saint-Jean-sur-Veyle
COM,01366,84,01,SAINTE JULIE,Sainte-Julie
COM,01367,84,01,SAINT JULIEN SUR REYSSOUZE,Saint-Julien-sur-Reyssouze
COM,01368,84,01,SAINT JULIEN SUR VEYLE,Saint-Julien-sur-Veyle
COM,01369,84,01,SAINT JUST,Saint-Just
COM,01370,84,01,SAINT LAURENT SUR SAONE,Saint-Laurent-sur-Saône
COM,01371,84,01,SAINT MARCEL,Saint-Marcel
COM,01372,84,01,SAINT MARTIN DE BAVEL,Saint-Martin-de-Bavel
COM,01373,84,01,SAINT MARTIN DU FRENE,Saint-Martin-du-Frêne
COM,01374,84,01,SAINT MARTIN DU MONT,Saint-Martin-du-Mont
COM,01375,84,01,SAINT MARTIN LE CHATEL,Saint-Martin-le-Châtel
COM,01376,84,01,SAINT MAURICE DE BEYNOST,Saint-Maurice-de-Beynost
COM,01378,84,01,SAINT MAURICE DE GOURDANS,Saint-Maurice-de-Gourdans
COM,01379,84,01,SAINT MAURICE DE REMENS,Saint-Maurice-de-Rémens
COM,01380,84,01,SAINT NIZIER LE BOUCHOUX,Saint-Nizier-le-Bouchoux
COM,01381,84,01,SAINT NIZIER LE DESERT,Saint-Nizier-le-Désert
COM,01382,84,01,SAINTE OLIVE,Sainte-Olive
COM,01383,84,01,SAINT PAUL DE VARAX,Saint-Paul-de-Varax
COM,01384,84,01,SAINT RAMBERT EN BUGEY,Saint-Rambert-en-Bugey
COM,01385,84,01,SAINT REMY,Saint-Rémy
COM,01386,84,01,SAINT SORLIN EN BUGEY,Saint-Sorlin-en-Bugey
COM,01387,84,01,SAINT SULPICE,Saint-Sulpice
COM,01388,84,01,SAINT TRIVIER DE COURTES,Saint-Trivier-de-Courtes
COM,01389,84,01,SAINT TRIVIER SUR MOIGNANS,Saint-Trivier-sur-Moignans
COM,01390,84,01,SAINT VULBAS,Saint-Vulbas
COM,01391,84,01,SALAVRE,Salavre
COM,01392,84,01,SAMOGNAT,Samognat
COM,01393,84,01,SANDRANS,Sandrans
COM,01396,84,01,SAULT BRENAZ,Sault-Brénaz
COM,01397,84,01,SAUVERNY,Sauverny
COM,01398,84,01,SAVIGNEUX,Savigneux
COM,01399,84,01,SEGNY,Ségny
COM,01400,84,01,SEILLONNAZ,Seillonnaz
COM,01401,84,01,SERGY,Sergy
COM,01402,84,01,SERMOYER,Sermoyer
COM,01403,84,01,SERRIERES DE BRIORD,Serrières-de-Briord
COM,01404,84,01,SERRIERES SUR AIN,Serrières-sur-Ain
COM,01405,84,01,SERVAS,Servas
COM,01406,84,01,SERVIGNAT,Servignat
COM,01407,84,01,SEYSSEL,Seyssel
COM,01408,84,01,SIMANDRE SUR SURAN,Simandre-sur-Suran
COM,01410,84,01,SONTHONNAX LA MONTAGNE,Sonthonnax-la-Montagne
COM,01411,84,01,SOUCLIN,Souclin
COM,01412,84,01,SULIGNAT,Sulignat
COMD,01413,,,SURJOUX,Surjoux
COMD,01414,,,SUTRIEU,Sutrieu
COM,01415,84,01,TALISSIEU,Talissieu
COM,01416,84,01,TENAY,Tenay
COMD,01417,,,THEZILLIEU,Thézillieu
COM,01418,84,01,THIL,Thil
COM,01419,84,01,THOIRY,Thoiry
COM,01420,84,01,THOISSEY,Thoissey
COM,01421,84,01,TORCIEU,Torcieu
COM,01422,84,01,TOSSIAT,Tossiat
COM,01423,84,01,TOUSSIEUX,Toussieux
COM,01424,84,01,TRAMOYES,Tramoyes
COM,01425,84,01,TRANCLIERE,La Tranclière
COM,01426,84,01,VAL REVERMONT,Val-Revermont
COMD,01426,,,TREFFORT,Treffort
COM,01427,84,01,TREVOUX,Trévoux
COM,01428,84,01,VALEINS,Valeins
COM,01429,84,01,VANDEINS,Vandeins
COM,01430,84,01,VARAMBON,Varambon
COM,01431,84,01,VAUX EN BUGEY,Vaux-en-Bugey
COM,01432,84,01,VERJON,Verjon
COM,01433,84,01,VERNOUX,Vernoux
COM,01434,84,01,VERSAILLEUX,Versailleux
COM,01435,84,01,VERSONNEX,Versonnex
COM,01436,84,01,VESANCY,Vesancy
COM,01437,84,01,VESCOURS,Vescours
COM,01439,84,01,VESINES,Vésines
COM,01441,84,01,VIEU D IZENAVE,Vieu-d'Izenave
COMD,01442,,,VIEU,Vieu
COM,01443,84,01,VILLARS LES DOMBES,Villars-les-Dombes
COM,01444,84,01,VILLEBOIS,Villebois
COM,01445,84,01,VILLEMOTIER,Villemotier
COM,01446,84,01,VILLENEUVE,Villeneuve
COM,01447,84,01,VILLEREVERSURE,Villereversure
COM,01448,84,01,VILLES,Villes
COM,01449,84,01,VILLETTE SUR AIN,Villette-sur-Ain
COM,01450,84,01,VILLIEU LOYES MOLLON,Villieu-Loyes-Mollon
COM,01451,84,01,VIRIAT,Viriat
COM,01452,84,01,VIRIEU LE GRAND,Virieu-le-Grand
COM,01453,84,01,ARVIERE EN VALROMEY,Arvière-en-Valromey
COMD,01453,,,VIRIEU LE PETIT,Virieu-le-Petit
COM,01454,84,01,VIRIGNIN,Virignin
COM,01456,84,01,VONGNES,Vongnes
COM,01457,84,01,VONNAS,Vonnas
COM,02001,32,02,ABBECOURT,Abbécourt
COM,02002,32,02,ACHERY,Achery
COM,02003,32,02,ACY,Acy
COM,02004,32,02,AGNICOURT ET SECHELLES,Agnicourt-et-Séchelles
COM,02005,32,02,AGUILCOURT,Aguilcourt
COM,02006,32,02,AISONVILLE ET BERNOVILLE,Aisonville-et-Bernoville
COM,02007,32,02,AIZELLES,Aizelles
COM,02008,32,02,AIZY JOUY,Aizy-Jouy
COM,02009,32,02,ALAINCOURT,Alaincourt
COM,02010,32,02,ALLEMANT,Allemant
COM,02011,32,02,AMBLENY,Ambleny
COM,02012,32,02,AMBRIEF,Ambrief
COM,02013,32,02,AMIFONTAINE,Amifontaine
COM,02014,32,02,AMIGNY ROUY,Amigny-Rouy
COM,02015,32,02,ANCIENVILLE,Ancienville
COM,02016,32,02,ANDELAIN,Andelain
COM,02017,32,02,ANGUILCOURT LE SART,Anguilcourt-le-Sart
COM,02018,32,02,ANIZY LE GRAND,Anizy-le-Grand
COMD,02018,,,ANIZY LE CHATEAU,Anizy-le-Château
COM,02019,32,02,ANNOIS,Annois
COM,02020,32,02,ANY MARTIN RIEUX,Any-Martin-Rieux
COM,02021,32,02,ARCHON,Archon
COM,02022,32,02,ARCY SAINTE RESTITUE,Arcy-Sainte-Restitue
COM,02023,32,02,ARMENTIERES SUR OURCQ,Armentières-sur-Ourcq
COM,02024,32,02,ARRANCY,Arrancy
COM,02025,32,02,ARTEMPS,Artemps
COMD,02026,,,ARTONGES,Artonges
COM,02027,32,02,ASSIS SUR SERRE,Assis-sur-Serre
COM,02028,32,02,ATHIES SOUS LAON,Athies-sous-Laon
COM,02029,32,02,ATTILLY,Attilly
COM,02030,32,02,AUBENCHEUL AUX BOIS,Aubencheul-aux-Bois
COM,02031,32,02,AUBENTON,Aubenton
COM,02032,32,02,AUBIGNY AUX KAISNES,Aubigny-aux-Kaisnes
COM,02033,32,02,AUBIGNY EN LAONNOIS,Aubigny-en-Laonnois
COM,02034,32,02,AUDIGNICOURT,Audignicourt
COM,02035,32,02,AUDIGNY,Audigny
COM,02036,32,02,AUGY,Augy
COM,02037,32,02,AULNOIS SOUS LAON,Aulnois-sous-Laon
COM,02038,32,02,AUTELS,Les Autels
COM,02039,32,02,AUTREMENCOURT,Autremencourt
COM,02040,32,02,AUTREPPES,Autreppes
COM,02041,32,02,AUTREVILLE,Autreville
COM,02042,32,02,AZY SUR MARNE,Azy-sur-Marne
COM,02043,32,02,BAGNEUX,Bagneux
COM,02044,32,02,BANCIGNY,Bancigny
COM,02046,32,02,BARENTON BUGNY,Barenton-Bugny
COM,02047,32,02,BARENTON CEL,Barenton-Cel
COM,02048,32,02,BARENTON SUR SERRE,Barenton-sur-Serre
COM,02049,32,02,BARISIS AUX BOIS,Barisis-aux-Bois
COM,02050,32,02,BARZY EN THIERACHE,Barzy-en-Thiérache
COM,02051,32,02,BARZY SUR MARNE,Barzy-sur-Marne
COM,02052,32,02,BASSOLES AULERS,Bassoles-Aulers
COM,02053,32,02,VALLEES EN CHAMPAGNE,Vallées en Champagne
COMD,02053,,,BAULNE EN BRIE,Baulne-en-Brie
COM,02054,32,02,BAZOCHES ET SAINT THIBAUT,Bazoches-et-Saint-Thibaut
COMD,02054,,,BAZOCHES SUR VESLES,Bazoches-sur-Vesles
COM,02055,32,02,BEAUME,Beaumé
COM,02056,32,02,BEAUMONT EN BEINE,Beaumont-en-Beine
COM,02057,32,02,BEAUREVOIR,Beaurevoir
COM,02058,32,02,BEAURIEUX,Beaurieux
COM,02059,32,02,BEAUTOR,Beautor
COM,02060,32,02,BEAUVOIS EN VERMANDOIS,Beauvois-en-Vermandois
COM,02061,32,02,BECQUIGNY,Becquigny
COM,02062,32,02,BELLEAU,Belleau
COM,02063,32,02,BELLENGLISE,Bellenglise
COM,02064,32,02,BELLEU,Belleu
COM,02065,32,02,BELLICOURT,Bellicourt
COM,02066,32,02,BENAY,Benay
