nb_candidats_g,taux_de_reussite_g,taux_d_acces_6eme_3eme,nb_mentions_g,ips,ecart_type_de_l_ips
169,85.0,94.0,117,121.3,34.2
79,97.0,86.0,67,125.8,35.7
136,76.0,89.0,74,81.1,28.0
122,98.0,89.0,106,124.4,28.2
90,82.0,92.0,52,78.2,25.5
138,96.0,95.0,124,131.6,31.5
136,100.0,88.0,134,135.8,26.8
105,93.0,96.0,74,105.1,30.0
181,85.0,90.0,107,77.9,25.3
123,96.0,94.0,91,111.2,30.0
143,98.0,92.0,111,99.5,33.3
106,96.0,87.0,88,122.8,28.1
53,92.0,77.0,33,116.7,25.3
161,91.0,96.0,114,120.3,33.2
100,88.0,94.0,70,94.9,29.7
214,85.0,95.0,146,109.3,31.2
171,90.0,95.0,116,108.0,36.2
135,78.0,90.0,75,89.7,29.1
172,95.0,98.0,121,109.3,30.1
122,96.0,92.0,84,97.6,31.7
186,94.0,96.0,140,111.1,32.4
182,88.0,95.0,125,97.1,31.0
147,91.0,89.0,91,92.8,26.6
124,87.0,96.0,85,115.3,34.3
146,73.0,93.0,63,70.6,20.7
178,92.0,89.0,138,104.2,31.3
115,77.0,94.0,65,89.8,29.3
114,96.0,97.0,88,104.4,26.4
181,100.0,79.0,177,125.0,27.8
152,87.0,88.0,96,97.6,31.9
99,87.0,95.0,54,100.6,30.8
142,86.0,93.0,90,79.2,26.0
72,94.0,96.0,52,98.5,32.2
132,95.0,92.0,97,100.5,31.0
115,89.0,93.0,80,114.6,36.8
152,83.0,88.0,89,103.5,33.5
65,91.0,88.0,48,105.9,33.4
137,97.0,91.0,113,113.1,32.1
104,95.0,93.0,90,136.4,36.0
191,93.0,93.0,150,115.2,37.5
179,89.0,95.0,120,121.9,32.0
125,84.0,95.0,87,114.8,39.7
139,83.0,94.0,77,103.7,34.7
131,82.0,88.0,77,92.1,29.0
148,72.0,90.0,65,86.9,26.9
158,91.0,94.0,117,124.8,34.9
169,91.0,96.0,133,125.8,35.6
153,98.0,95.0,138,131.2,35.5
108,96.0,93.0,81,114.4,34.4
135,97.0,91.0,122,140.4,32.5
199,87.0,89.0,148,129.6,37.7
186,93.0,91.0,145,117.1,38.3
70,76.0,91.0,43,116.0,35.4
145,97.0,90.0,129,147.6,31.7
117,94.0,88.0,94,134.5,34.9
164,100.0,93.0,157,145.1,20.0
123,98.0,94.0,104,139.0,31.4
223,100.0,94.0,222,143.5,24.3
103,100.0,91.0,90,121.4,37.5
85,78.0,95.0,29,75.7,22.8
96,83.0,82.0,61,105.4,36.5
176,97.0,94.0,153,132.3,33.8
160,91.0,91.0,120,121.6,35.5
174,99.0,90.0,162,139.5,24.4
214,81.0,89.0,124,104.3,37.0
86,85.0,89.0,48,107.6,33.4
60,90.0,94.0,43,91.9,30.1
58,86.0,98.0,41,101.9,28.7
37,95.0,95.0,31,100.2,25.2
48,96.0,86.0,39,94.8,29.1
106,88.0,87.0,80,103.3,36.7
38,97.0,100.0,32,94.9,22.2
66,98.0,92.0,52,91.9,21.0
81,96.0,84.0,68,109.4,27.9
158,87.0,93.0,116,97.1,32.1
95,95.0,98.0,81,106.0,29.0
61,100.0,92.0,53,95.3,30.2
81,98.0,90.0,70,100.3,32.0
57,96.0,98.0,43,96.4,31.0
101,82.0,81.0,69,90.0,33.8
124,87.0,89.0,88,87.6,28.0
95,88.0,94.0,64,82.0,27.2
47,85.0,96.0,31,87.3,32.5
130,100.0,91.0,128,121.3,27.8
100,97.0,82.0,89,109.3,25.8
109,80.0,82.0,72,75.6,29.0
115,90.0,97.0,89,100.7,31.1
81,85.0,94.0,51,100.9,32.6
128,95.0,97.0,99,114.8,33.6
107,88.0,95.0,82,93.7,30.6
37,84.0,96.0,23,81.2,22.1
76,78.0,97.0,52,89.1,27.2
64,92.0,79.0,43,78.9,27.3
46,100.0,81.0,46,107.6,28.1
150,98.0,91.0,117,105.9,35.1
96,100.0,86.0,89,118.2,29.3
50,90.0,75.0,32,117.5,28.1
102,91.0,89.0,73,107.4,32.9
71,93.0,95.0,56,107.1,31.3
156,99.0,88.0,136,115.6,29.3
156,90.0,97.0,114,109.0,33.4
80,100.0,91.0,74,108.6,33.3
128,93.0,93.0,93,98.6,30.0
159,89.0,93.0,104,102.6,33.5
138,78.0,87.0,79,99.1,26.8
148,85.0,87.0,108,104.1,34.1
181,100.0,91.0,165,121.2,28.7
149,89.0,93.0,100,103.7,33.2
123,85.0,92.0,66,93.8,27.0
100,66.0,93.0,53,88.3,32.3
191,93.0,94.0,137,112.5,32.8
151,80.0,87.0,94,86.2,30.4
121,100.0,94.0,112,129.5,27.5
163,91.0,88.0,105,92.3,31.2
110,98.0,95.0,79,101.8,28.2
75,77.0,80.0,42,93.1,39.3
147,77.0,93.0,83,76.9,20.5
101,88.0,95.0,64,86.7,27.4
122,98.0,88.0,105,109.9,26.4
117,100.0,87.0,115,121.6,31.0
147,84.0,88.0,98,74.4,24.4
191,91.0,93.0,138,100.2,30.7
178,89.0,94.0,120,107.6,33.7
61,80.0,94.0,34,95.3,25.1
119,87.0,90.0,76,98.1,27.3
163,99.0,91.0,139,109.7,29.3
137,96.0,91.0,109,107.7,26.0
168,99.0,94.0,147,114.5,29.5
105,75.0,81.0,57,90.6,37.3
134,84.0,90.0,97,113.3,44.8
114,89.0,84.0,83,103.8,42.2
182,95.0,96.0,143,131.6,32.6
82,80.0,88.0,51,118.6,39.5
192,84.0,81.0,132,87.1,33.8
190,98.0,94.0,164,126.1,36.1
97,84.0,83.0,58,96.2,32.0
112,99.0,80.0,104,126.8,30.9
175,100.0,94.0,174,141.6,24.4
272,100.0,94.0,271,140.0,25.1
81,91.0,85.0,67,130.5,40.1
123,87.0,93.0,83,104.1,34.5
154,94.0,94.0,127,120.6,34.5
141,91.0,90.0,108,119.2,39.0
137,94.0,95.0,101,121.6,34.2
109,91.0,96.0,84,131.5,35.8
47,83.0,93.0,32,118.0,35.6
40,92.0,90.0,30,98.8,27.1
112,91.0,91.0,79,102.8,34.1
163,90.0,93.0,122,108.3,32.3
64,95.0,93.0,46,100.4,31.9
154,88.0,90.0,109,104.0,30.9
85,89.0,94.0,55,95.4,29.1
118,90.0,93.0,85,107.4,35.7
163,93.0,94.0,141,117.4,38.5
91,92.0,85.0,79,117.5,40.5
59,100.0,90.0,56,136.5,22.7
41,100.0,66.0,37,117.5,28.5
55,93.0,79.0,45,104.2,24.8
150,97.0,91.0,128,120.3,28.2
174,91.0,94.0,137,125.3,37.7
153,88.0,94.0,113,119.0,34.8
243,82.0,94.0,167,111.3,32.3
142,86.0,96.0,100,87.5,30.2
193,89.0,89.0,143,107.4,35.9
58,76.0,89.0,31,95.9,39.5
36,100.0,37.0,34,109.5,31.7
230,90.0,93.0,168,108.2,31.8
129,100.0,87.0,125,125.9,27.8
60,95.0,58.0,43,130.8,27.9
158,93.0,96.0,126,104.6,31.3
124,90.0,94.0,87,105.7,29.9
149,99.0,66.0,139,110.1,31.3
148,94.0,96.0,124,114.3,29.7
119,80.0,94.0,64,99.9,27.2
135,78.0,91.0,77,99.0,32.0
187,95.0,88.0,153,119.6,37.6
127,86.0,86.0,86,73.0,21.5
147,95.0,94.0,119,99.2,34.7
118,97.0,84.0,113,120.4,28.2
99,97.0,87.0,87,113.2,30.4
91,100.0,92.0,89,121.0,28.7
124,100.0,91.0,122,135.4,26.7
95,100.0,98.0,95,126.8,27.4
156,87.0,77.0,106,82.1,35.0
105,87.0,92.0,79,128.1,39.3
162,92.0,90.0,119,101.7,32.7
193,89.0,96.0,142,120.9,33.3
259,88.0,89.0,184,113.1,40.5
141,89.0,94.0,99,109.4,34.9
129,97.0,95.0,114,121.5,32.8
179,91.0,93.0,134,104.9,37.0
185,92.0,92.0,136,113.4,33.6
147,93.0,95.0,120,118.9,34.0
200,84.0,94.0,126,108.8,31.5
123,87.0,95.0,84,109.0,32.0
97,92.0,89.0,59,97.5,30.3
144,72.0,85.0,65,81.3,26.5
96,90.0,93.0,74,103.2,31.8
40,92.0,97.0,32,95.6,30.8
38,82.0,92.0,28,84.5,27.1
92,90.0,91.0,68,90.1,25.2
230,99.0,94.0,199,109.3,28.3
83,98.0,87.0,71,120.0,29.0
124,98.0,91.0,102,129.5,28.0
124,99.0,95.0,114,101.2,26.5
333,98.0,90.0,305,126.9,28.3
83,100.0,89.0,79,124.6,28.4
115,100.0,96.0,110,119.1,28.4
129,97.0,97.0,102,98.5,24.0
100,96.0,94.0,86,111.2,28.0
71,97.0,85.0,56,109.4,28.7
81,99.0,90.0,73,107.5,29.0
118,93.0,91.0,99,116.7,43.2
230,97.0,99.0,198,110.8,27.8
164,93.0,92.0,137,109.4,33.9
103,79.0,77.0,55,82.9,35.6
116,93.0,95.0,98,114.1,37.4
95,94.0,90.0,78,97.1,28.5
91,98.0,94.0,82,99.4,34.8
224,100.0,92.0,220,138.2,26.5
109,93.0,96.0,89,114.4,33.5
119,99.0,96.0,103,122.9,33.1
101,94.0,97.0,81,112.0,30.3
66,94.0,93.0,50,99.4,27.5
31,97.0,94.0,25,100.2,28.4
62,71.0,97.0,35,96.0,27.4
95,82.0,92.0,61,93.4,30.5
79,77.0,89.0,40,69.2,21.0
63,90.0,95.0,46,91.6,28.2
101,92.0,93.0,77,112.8,28.8
116,87.0,81.0,74,96.5,33.0
135,93.0,91.0,106,118.4,29.4
74,100.0,77.0,61,121.3,28.7
97,88.0,76.0,63,93.8,38.0
63,87.0,76.0,41,69.6,22.2
73,92.0,87.0,54,115.2,36.5
99,93.0,91.0,79,120.4,37.6
91,84.0,96.0,56,94.3,30.6
169,93.0,95.0,144,132.8,37.2
186,81.0,90.0,132,95.3,34.2
143,81.0,92.0,96,93.9,31.5
95,92.0,91.0,66,95.6,28.9
57,95.0,93.0,48,108.1,33.0
167,93.0,99.0,136,111.1,32.8
108,98.0,97.0,98,107.0,27.0
147,79.0,92.0,86,69.0,21.2
155,83.0,98.0,104,104.3,30.4
156,95.0,75.0,119,108.7,30.8
145,86.0,91.0,109,86.4,33.0
93,94.0,98.0,69,107.2,34.4
130,82.0,91.0,96,102.2,32.2
166,87.0,98.0,128,120.6,33.8
135,88.0,98.0,105,120.6,32.9
150,91.0,96.0,112,97.9,29.4
124,85.0,93.0,85,100.2,30.7
92,87.0,96.0,67,97.4,30.8
110,68.0,94.0,53,92.9,28.2
45,82.0,95.0,27,88.8,27.6
55,84.0,89.0,31,73.4,20.8
144,81.0,90.0,89,84.2,28.4
45,84.0,96.0,30,76.1,22.1
50,96.0,89.0,37,111.7,28.3
48,96.0,94.0,39,106.8,27.7
43,77.0,95.0,23,84.3,27.3
88,86.0,96.0,47,98.8,26.9
74,88.0,94.0,56,98.3,29.4
55,91.0,96.0,42,105.0,34.4
41,100.0,87.0,39,110.5,33.5
81,100.0,95.0,62,93.7,29.5
132,96.0,94.0,119,103.5,33.1
104,98.0,89.0,90,121.8,30.0
79,94.0,87.0,58,92.5,26.6
51,88.0,93.0,33,92.2,28.4
58,93.0,96.0,44,98.3,30.6
111,94.0,91.0,89,111.0,33.2
97,94.0,97.0,71,107.8,30.7
38,100.0,89.0,37,149.1,27.0
122,92.0,92.0,93,111.1,32.5
76,96.0,93.0,64,116.1,29.6
112,96.0,95.0,98,111.1,31.5
76,89.0,70.0,43,93.7,35.4
80,100.0,90.0,73,116.7,26.0
62,100.0,86.0,60,114.2,26.1
74,99.0,91.0,69,112.3,26.8
81,100.0,93.0,80,125.7,27.3
159,84.0,86.0,62,84.0,27.4
101,88.0,84.0,49,75.5,22.1
185,84.0,90.0,115,83.9,26.7
136,72.0,93.0,68,89.9,28.9
147,100.0,94.0,135,132.4,28.1
119,100.0,92.0,109,123.6,28.6
113,84.0,85.0,67,69.9,21.1
156,70.0,78.0,64,67.5,17.0
118,88.0,87.0,73,88.3,31.9
187,93.0,92.0,131,113.3,33.9
184,96.0,86.0,138,101.6,36.4
91,91.0,65.0,51,84.8,26.6
126,100.0,90.0,106,116.6,28.5
185,99.0,92.0,168,130.2,26.5
185,100.0,91.0,170,125.3,33.8
79,96.0,89.0,53,85.8,27.9
123,89.0,89.0,71,97.2,30.6
70,94.0,95.0,46,104.9,27.9
136,81.0,96.0,81,87.9,31.7
65,88.0,91.0,47,106.4,31.9
107,93.0,93.0,88,103.5,29.7
208,93.0,96.0,155,101.6,34.5
82,93.0,96.0,66,107.4,31.9
75,80.0,94.0,49,90.2,34.2
227,88.0,95.0,159,105.6,33.2
114,90.0,87.0,91,109.9,41.1
77,81.0,94.0,51,84.1,28.2
45,78.0,87.0,28,80.6,27.2
51,94.0,82.0,36,112.5,26.0
41,66.0,95.0,20,78.7,26.4
71,86.0,96.0,49,96.8,30.8
69,94.0,91.0,57,104.7,27.6
161,93.0,91.0,125,99.9,30.2
44,100.0,92.0,40,117.9,27.9
208,83.0,88.0,145,85.7,31.1
117,83.0,96.0,77,93.5,29.0
114,80.0,94.0,76,99.3,31.8
142,72.0,78.0,82,86.5,33.1
86,86.0,95.0,54,101.7,32.3
115,90.0,93.0,75,114.4,33.8
88,82.0,84.0,58,90.6,31.3
211,100.0,84.0,192,115.3,25.1
165,84.0,93.0,104,102.3,31.4
128,88.0,84.0,95,99.9,33.5
78,81.0,94.0,46,93.8,28.1
146,90.0,91.0,104,103.7,29.5
159,86.0,90.0,108,94.8,31.9
173,95.0,91.0,140,98.7,32.1
93,98.0,93.0,85,114.4,32.7
73,100.0,96.0,59,106.2,26.1
79,71.0,93.0,43,91.6,28.8
228,95.0,96.0,186,100.6,31.4
82,98.0,90.0,74,114.5,28.4
107,88.0,79.0,69,106.5,32.7
120,99.0,86.0,111,124.1,28.8
128,100.0,87.0,119,116.1,23.9
103,100.0,93.0,93,112.8,27.3
128,99.0,91.0,113,116.5,28.2
44,91.0,68.0,31,81.2,17.3
92,84.0,96.0,66,95.5,31.3
87,92.0,91.0,75,98.1,33.7
171,100.0,96.0,159,114.4,27.0
36,97.0,94.0,29,97.2,29.7
85,99.0,89.0,74,103.8,24.9
83,95.0,90.0,74,97.4,30.6
120,94.0,91.0,105,120.4,34.9
78,85.0,79.0,49,92.7,38.1
153,95.0,95.0,121,108.8,29.9
143,99.0,99.0,134,104.0,30.8
67,97.0,73.0,50,102.4,24.0
64,97.0,97.0,55,101.5,27.2
194,100.0,89.0,190,130.1,27.8
38,97.0,79.0,34,128.9,32.4
107,97.0,95.0,92,114.8,27.7
111,97.0,91.0,91,111.2,34.1
135,93.0,93.0,92,92.1,28.1
167,98.0,91.0,139,122.4,36.8
85,96.0,93.0,72,105.1,33.7
54,100.0,81.0,50,108.3,27.9
68,96.0,93.0,50,100.2,27.5
56,96.0,92.0,45,97.5,28.6
137,93.0,92.0,100,113.8,32.9
112,91.0,95.0,84,109.5,35.5
149,81.0,88.0,74,88.4,31.6
55,93.0,92.0,38,89.2,31.7
133,83.0,93.0,92,96.1,31.6
93,77.0,89.0,50,93.0,31.0
61,93.0,93.0,48,102.3,33.2
67,97.0,96.0,60,104.3,33.5
45,96.0,88.0,36,103.5,34.7
78,88.0,93.0,60,97.3,27.6
111,96.0,97.0,87,100.8,31.5
96,74.0,90.0,59,91.3,30.8
88,89.0,85.0,52,64.7,21.2
107,90.0,92.0,81,96.0,27.6
110,91.0,79.0,76,91.6,31.9
43,100.0,74.0,40,115.2,27.4
89,100.0,87.0,85,125.5,26.4
292,100.0,93.0,278,123.6,27.1
78,99.0,90.0,56,100.7,31.6
56,91.0,97.0,37,107.5,34.8
48,83.0,81.0,27,101.6,28.0
164,80.0,92.0,84,81.5,25.8
96,96.0,92.0,75,75.6,22.7
122,89.0,91.0,70,89.4,30.5
94,87.0,77.0,66,88.7,30.0
97,93.0,90.0,66,74.4,26.8
65,82.0,91.0,37,88.0,31.6
47,94.0,95.0,34,87.4,27.6
164,95.0,94.0,139,102.0,43.6
82,77.0,95.0,45,88.1,30.1
76,68.0,78.0,34,78.9,29.2
87,84.0,63.0,58,85.7,20.5
135,90.0,74.0,85,89.6,22.6
107,96.0,89.0,81,111.8,31.0
102,97.0,91.0,83,102.1,25.0
59,100.0,76.0,53,104.2,28.2
64,94.0,81.0,45,96.5,24.6
161,100.0,94.0,151,127.3,24.7
32,88.0,78.0,18,88.2,25.1
218,98.0,91.0,188,121.2,32.1
166,95.0,89.0,141,125.6,43.2
108,90.0,87.0,80,94.3,35.0
121,94.0,95.0,95,98.2,35.4
109,89.0,96.0,65,86.3,29.2
79,67.0,93.0,34,74.6,24.8
111,87.0,83.0,72,88.8,32.8
76,84.0,84.0,50,92.3,34.9
56,75.0,94.0,33,76.6,23.5
83,84.0,89.0,49,71.4,22.2
69,80.0,72.0,37,103.6,32.1
89,93.0,91.0,60,89.8,34.2
65,69.0,92.0,35,85.5,28.4
93,75.0,89.0,46,67.9,16.8
92,77.0,80.0,42,67.3,18.3
99,84.0,94.0,61,75.6,24.4
111,84.0,95.0,73,106.6,34.0
89,81.0,91.0,51,84.7,27.2
114,82.0,94.0,65,85.2,29.6
52,73.0,91.0,21,73.1,20.8
64,98.0,91.0,59,102.8,35.7
84,82.0,80.0,42,72.9,25.1
126,91.0,94.0,94,98.1,35.2
111,99.0,92.0,103,107.7,26.5
111,85.0,95.0,71,86.9,32.3
114,89.0,93.0,83,93.8,33.8
94,80.0,93.0,55,77.3,28.6
207,100.0,93.0,207,144.2,21.0
159,86.0,92.0,83,78.7,24.8
223,100.0,93.0,212,137.4,25.3
184,100.0,87.0,181,136.0,27.4
80,100.0,70.0,80,163.3,6.0
173,91.0,85.0,124,86.2,30.1
133,83.0,86.0,68,81.4,35.8
152,99.0,98.0,134,130.5,34.3
106,94.0,75.0,80,77.9,26.6
127,84.0,87.0,90,72.5,24.1
91,81.0,90.0,55,81.2,24.0
122,89.0,96.0,89,104.3,30.1
186,99.0,88.0,174,120.4,29.3
226,100.0,90.0,225,131.3,19.2
217,69.0,91.0,106,75.0,23.5
152,86.0,90.0,96,79.5,26.0
166,87.0,95.0,111,88.4,28.4
156,85.0,88.0,109,107.9,36.5
117,79.0,91.0,66,91.6,28.5
118,81.0,93.0,79,93.3,30.6
99,81.0,96.0,67,98.9,30.8
106,86.0,84.0,71,112.1,34.8
117,79.0,92.0,67,89.1,29.8
131,83.0,99.0,92,108.2,32.7
218,90.0,93.0,165,108.4,30.6
155,86.0,91.0,100,106.8,29.2
137,90.0,96.0,102,132.2,34.6
108,89.0,87.0,79,103.9,33.3
48,96.0,99.0,38,98.6,26.3
31,94.0,97.0,21,100.6,31.7
51,80.0,89.0,34,96.6,26.2
52,100.0,96.0,45,102.5,28.4
96,93.0,93.0,70,95.3,29.7
68,91.0,97.0,49,96.5,27.4
68,87.0,92.0,44,99.4,33.6
106,87.0,92.0,65,91.1,28.3
116,93.0,95.0,86,89.9,29.2
111,86.0,86.0,66,79.1,25.1
61,100.0,95.0,51,89.0,27.1
79,96.0,93.0,59,85.6,28.8
86,90.0,76.0,54,82.9,26.8
127,92.0,94.0,80,87.9,28.9
51,94.0,84.0,34,73.8,22.7
90,79.0,95.0,43,76.6,25.4
74,97.0,87.0,61,101.9,37.9
136,96.0,99.0,90,98.2,31.9
43,100.0,79.0,37,98.1,24.2
172,100.0,95.0,157,118.7,31.1
50,100.0,76.0,48,104.8,27.5
124,92.0,93.0,86,82.4,27.7
111,95.0,95.0,73,84.3,29.7
111,82.0,94.0,67,86.7,29.0
100,93.0,92.0,76,85.7,26.1
103,91.0,86.0,74,84.3,30.1
55,91.0,84.0,27,82.7,30.3
83,92.0,94.0,54,88.3,24.0
80,74.0,86.0,40,81.1,32.0
107,88.0,96.0,74,88.0,31.2
138,89.0,94.0,91,100.3,33.0
157,94.0,92.0,119,98.9,34.0
147,99.0,85.0,132,124.8,28.7
71,100.0,78.0,67,116.4,28.5
37,97.0,85.0,32,101.2,28.9
85,95.0,96.0,72,114.5,33.7
165,95.0,92.0,146,110.0,35.8
45,98.0,98.0,38,109.5,32.3
47,100.0,95.0,40,100.8,28.3
83,92.0,96.0,57,102.2,29.5
99,97.0,93.0,89,111.2,36.4
51,94.0,91.0,38,106.9,28.9
58,100.0,92.0,43,117.4,28.7
107,97.0,93.0,93,110.9,33.3
157,91.0,92.0,122,132.0,38.4
73,100.0,94.0,61,95.4,32.4
178,91.0,82.0,140,106.1,43.3
136,90.0,98.0,98,105.0,31.0
129,98.0,93.0,105,123.6,31.5
78,86.0,89.0,52,101.0,30.3
160,92.0,89.0,126,120.2,31.5
93,98.0,97.0,86,122.6,26.8
68,100.0,95.0,64,104.7,26.5
189,95.0,91.0,160,121.1,33.8
198,94.0,88.0,164,117.9,37.0
69,100.0,94.0,63,97.8,29.3
41,100.0,76.0,36,111.0,30.6
114,89.0,87.0,80,105.6,33.3
107,100.0,85.0,99,117.7,28.4
172,91.0,97.0,132,112.9,32.4
58,91.0,85.0,46,107.0,33.6
99,87.0,86.0,68,90.4,31.4
130,94.0,92.0,99,102.8,34.2
55,98.0,89.0,42,114.5,27.6
70,81.0,91.0,48,100.9,29.6
149,86.0,85.0,111,76.8,22.6
118,92.0,90.0,83,98.0,33.0
199,92.0,94.0,130,95.1,28.0
71,80.0,96.0,40,91.5,28.3
45,96.0,86.0,38,119.9,31.0
78,95.0,96.0,62,97.1,31.2
59,98.0,97.0,51,100.0,31.2
110,69.0,93.0,54,87.0,28.7
125,85.0,89.0,74,70.3,22.6
146,79.0,82.0,79,74.6,20.2
66,92.0,93.0,50,94.1,31.4
147,97.0,87.0,138,125.3,28.6
287,100.0,91.0,286,136.0,25.2
119,100.0,92.0,112,121.9,28.3
81,89.0,99.0,61,101.3,31.6
60,95.0,91.0,49,101.5,33.0
147,98.0,98.0,137,121.8,35.1
80,96.0,90.0,70,106.0,37.0
119,97.0,88.0,106,123.1,43.2
86,100.0,97.0,80,105.8,30.0
128,94.0,98.0,100,108.0,32.6
113,99.0,96.0,99,104.3,32.3
126,83.0,87.0,91,93.3,41.0
125,100.0,90.0,116,118.4,27.9
184,99.0,93.0,178,142.6,26.4
97,99.0,90.0,93,102.0,34.6
161,93.0,96.0,135,100.7,32.6
88,97.0,96.0,71,97.6,30.8
122,75.0,85.0,65,67.4,19.4
108,88.0,95.0,74,105.6,34.3
193,99.0,89.0,174,117.7,33.3
150,100.0,89.0,145,120.9,29.6
127,86.0,95.0,82,93.3,29.0
167,98.0,98.0,141,111.2,32.6
102,96.0,93.0,88,106.3,34.2
127,97.0,97.0,108,103.7,33.3
72,85.0,99.0,55,103.3,35.1
130,82.0,88.0,72,82.2,28.6
112,95.0,92.0,74,88.4,29.9
67,93.0,94.0,53,108.2,33.6
171,96.0,94.0,150,121.7,34.3
50,96.0,87.0,42,103.1,29.8
157,87.0,92.0,106,98.8,33.5
107,97.0,98.0,95,110.9,33.0
112,88.0,87.0,70,79.4,26.1
176,100.0,92.0,171,139.7,23.8
70,97.0,85.0,66,129.3,25.8
86,100.0,92.0,85,119.1,28.7
112,100.0,92.0,111,134.4,25.3
100,97.0,88.0,89,110.9,28.3
99,98.0,83.0,86,109.0,29.5
106,79.0,91.0,54,78.4,26.7
145,81.0,86.0,91,84.1,26.8
146,92.0,90.0,111,93.5,40.0
133,72.0,93.0,73,82.2,25.4
137,80.0,91.0,91,86.9,30.7
142,87.0,94.0,104,100.9,35.8
162,78.0,89.0,91,71.8,19.3
176,100.0,27.0,164,135.8,26.7
129,87.0,92.0,99,110.9,36.1
156,73.0,92.0,88,82.8,28.9
79,96.0,93.0,68,95.2,38.5
205,91.0,93.0,164,127.6,40.6
193,92.0,89.0,163,113.2,38.7
155,88.0,93.0,115,99.5,37.6
136,90.0,94.0,97,108.3,36.3
113,99.0,90.0,103,126.9,27.7
341,100.0,90.0,339,131.0,27.8
265,100.0,96.0,253,143.3,22.4
86,95.0,92.0,62,92.4,29.9
190,100.0,88.0,189,146.7,31.7
168,98.0,94.0,151,125.0,34.9
156,94.0,94.0,134,121.7,38.0
66,95.0,80.0,55,111.3,34.6
49,94.0,95.0,38,93.3,29.5
81,90.0,95.0,53,99.8,30.0
64,98.0,90.0,52,106.1,26.7
37,97.0,83.0,28,98.7,29.4
69,83.0,94.0,39,84.5,26.7
79,96.0,92.0,65,116.3,31.0
38,97.0,91.0,33,99.2,25.2
67,100.0,95.0,56,101.9,27.7
85,93.0,95.0,64,107.9,33.7
124,89.0,90.0,89,94.4,35.2
96,86.0,91.0,60,91.8,29.7
117,86.0,94.0,85,106.2,27.2
111,96.0,98.0,96,102.9,30.8
112,76.0,92.0,62,92.0,35.1
55,95.0,94.0,47,97.0,27.8
86,98.0,92.0,68,91.7,32.4
72,92.0,81.0,57,122.3,41.9
96,99.0,95.0,85,100.2,33.7
89,96.0,87.0,61,88.2,31.6
104,95.0,94.0,84,115.8,36.8
81,100.0,80.0,68,112.0,29.9
70,99.0,91.0,62,112.7,28.3
77,97.0,90.0,70,114.0,31.0
111,97.0,94.0,86,110.3,32.1
89,67.0,73.0,43,60.8,15.0
156,97.0,91.0,134,113.5,28.5
76,97.0,90.0,61,107.4,33.3
81,96.0,91.0,74,118.0,34.2
69,84.0,98.0,49,103.3,29.6
88,97.0,91.0,74,110.4,29.1
83,90.0,97.0,57,109.1,31.6
121,92.0,81.0,92,120.1,30.9
239,99.0,92.0,218,125.9,28.5
157,88.0,90.0,117,109.2,42.1
151,85.0,89.0,102,103.3,36.6
82,77.0,85.0,40,91.7,28.0
119,94.0,97.0,100,108.0,30.0
71,96.0,95.0,60,118.4,31.5
178,92.0,90.0,138,112.1,31.4
140,93.0,94.0,112,114.7,33.3
186,80.0,80.0,111,107.4,31.6
134,92.0,92.0,102,106.2,33.0
122,99.0,93.0,113,103.2,32.1
56,93.0,88.0,49,115.7,26.0
113,70.0,89.0,64,84.4,28.8
131,93.0,83.0,106,121.1,31.7
180,86.0,92.0,120,99.3,35.9
160,96.0,96.0,128,113.9,31.7
225,99.0,95.0,201,118.6,27.9
220,91.0,90.0,165,101.9,31.7
134,88.0,93.0,98,105.7,33.1
107,91.0,92.0,81,125.0,40.7
88,92.0,89.0,72,104.6,40.7
82,85.0,80.0,54,96.5,38.1
90,76.0,78.0,56,88.3,34.0
194,92.0,82.0,160,127.6,38.0
149,96.0,93.0,135,150.1,31.0
107,92.0,91.0,86,134.4,38.6
269,100.0,93.0,268,146.7,12.6
112,100.0,91.0,109,129.9,27.3
88,98.0,86.0,86,144.2,15.2
58,100.0,84.0,58,121.1,29.3
86,93.0,90.0,68,142.8,20.3
152,100.0,92.0,152,145.4,18.0
129,81.0,87.0,95,116.7,40.2
119,85.0,89.0,81,102.7,39.2
107,83.0,88.0,60,96.4,27.6
105,82.0,87.0,65,90.0,30.3
80,79.0,85.0,49,81.1,29.5
55,98.0,82.0,47,133.0,25.1
110,100.0,91.0,109,136.2,25.3
58,100.0,95.0,57,139.3,24.0
120,100.0,88.0,111,137.9,23.7
85,80.0,89.0,53,102.5,39.4
90,79.0,89.0,56,93.6,30.2
68,94.0,97.0,55,98.2,39.2
106,75.0,93.0,72,111.2,39.2
60,73.0,97.0,31,79.3,24.9
88,93.0,95.0,65,120.3,37.4
89,87.0,93.0,52,96.4,29.8
94,94.0,96.0,69,97.2,26.5
187,94.0,88.0,143,118.2,36.3
130,86.0,87.0,91,83.7,26.7
61,93.0,93.0,42,91.5,29.1
145,88.0,91.0,101,100.5,37.6
96,82.0,81.0,44,97.1,30.2
99,100.0,96.0,98,114.4,28.5
62,100.0,84.0,55,118.2,29.3
229,98.0,96.0,187,114.3,29.1
68,91.0,91.0,48,91.1,28.9
73,89.0,66.0,48,122.3,28.7
76,99.0,87.0,70,105.7,28.8
119,100.0,88.0,112,115.0,26.9
53,100.0,93.0,49,108.2,27.3
112,92.0,90.0,77,103.3,31.3
64,73.0,83.0,30,80.0,23.6
65,72.0,76.0,32,72.6,18.4
